"file","class","strategy","score","code_quality","has_sl","has_tp","has_trailing","has_grid","has_martingale","has_equity_stop","has_time_filter","has_money_mgmt","indicators","timeframe","function_count","obfuscated_count"
"MegaDroid~.mq4","C","GridMartingale","11","obfuscated","False","True","False","False","True","False","False","False","MA, RSI","Any","22","20"
"me_SimpleTradingDashboard.mq4","C","Unknown","22","clean","False","True","False","False","False","False","False","False","","Any","5","0"
"mGRID EA.mq4","C","Trend","44","clean","False","True","False","False","False","False","True","True","MA, Donchian","Any","3","0"
"Mission Impossible Power Two Open Version 2.mq4","B","GridMartingale","52","clean","True","True","False","True","False","False","False","False","RSI","Any","4","0"
"Money Hunter_Modified _Ea _fixed lot.mq4","B","Scalping","54","clean","True","True","True","False","False","False","False","False","RSI","Any","6","0"
"Money Pile EA.mq4","C","GridMartingale","43","clean","True","True","True","True","False","False","False","False","","Any","0","0"
"MorFX Gold Digger A+.mq4","B","GridMartingale","59","clean","True","True","True","True","False","True","False","False","RSI","Any","3","0"
"MQLTA MT4 High Low Trailing Stop.mq4","B","Scalping","49","clean","True","False","True","False","False","False","False","False","MA, RSI","M1","4","0"
"MR dollar_Pending Orders EA V6.1.mq4","B","Scalping","51","clean","True","True","True","False","False","False","True","False","","Any","0","0"
"MR.dollar_Pending Orders EA V5.5.mq4","B","Scalping","51","clean","True","True","True","False","False","False","True","False","","Any","0","0"
"MR.dollar_Pending Orders EA V6.1.mq4","B","Scalping","51","clean","True","True","True","False","False","False","True","False","","Any","0","0"
"MS_1.mq4","C","GridMartingale","31","clean","False","True","False","True","False","False","False","False","","Any","5","0"
"MS_2.mq4","C","GridMartingale","31","clean","False","True","False","True","False","False","False","False","","Any","4","0"
"MS_4.mq4","C","GridMartingale","31","clean","False","True","False","True","False","False","False","False","","Any","4","0"
"MS_5.mq4","C","GridMartingale","31","clean","False","True","False","True","False","False","False","False","","Any","4","0"
"MT4 Elliot Wave.mq4","C","Unknown","19","clean","False","True","False","False","False","False","False","False","","Any","0","0"
"muhsinEA.mq4","B","Trend","61","clean","True","True","False","False","False","True","False","True","MA, RSI","Any","2","0"
"Multi Lot Scalper.mq4","B","Scalping","59","clean","True","True","True","False","False","False","True","False","RSI, Pivot","Any","0","0"
"Multi purpose trade manager.mq4","C","MeanReversal","44","clean","True","True","False","False","False","False","False","False","RSI","Any","2","0"
"Multi-Lot Scalper.mq4","B","Scalping","54","clean","True","True","True","False","False","False","False","False","Pivot","Any","3","0"
"MultiBreakOut_v5.mq4","C","MeanReversal","44","clean","True","True","False","False","False","False","False","False","RSI","Any","1","0"
"MultiHedge V1.1.mq4","C","MeanReversal","33","clean","False","False","False","False","False","False","False","False","RSI","Any","3","0"
"multilot scalper.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","RSI, Pivot","Any","2","0"
"Multilot-ASCTRend.mq4","C","Unknown","14","clean","False","False","False","False","False","False","False","False","","Any","2","0"
"Multilot.mq4","C","Breakout","26","clean","False","False","False","False","False","False","False","False","Fractals","Any","2","0"
"MultiPairWPR.mq4","C","MeanReversal","47","clean","True","True","False","False","False","False","False","False","RSI","Any","5","0"
"multipositionexpert_v11.11.mq4","C","Unknown","22","clean","False","True","False","False","False","False","False","False","","Any","4","0"
"MultiTrader.mq4","B","Trend","49","clean","True","True","False","False","False","False","False","False","MA, RSI","H1","0","0"
"Multi_Lot_Scalper.mq4","B","Scalping","54","clean","True","True","True","False","False","False","False","False","Pivot","Any","3","0"
"Multi_Lot_Scalper1.mq4","B","Scalping","54","clean","True","True","True","False","False","False","False","False","Pivot","Any","3","0"
"Multi_Lot_Scalper_A.mq4","B","Scalping","54","clean","True","True","True","False","False","False","False","False","Pivot","Any","3","0"
"Multi_Lot_Scalper_Psars.mq4","B","Scalping","54","clean","True","True","True","False","False","False","False","False","Pivot","Any","3","0"
"Multi_Lot_Scalper_Psars1.mq4","B","Scalping","54","clean","True","True","True","False","False","False","False","False","Pivot","Any","3","0"
"Multi_Lot_Scalper_PsarsV1.mq4","B","Scalping","56","clean","True","True","True","False","False","False","False","False","RSI, Pivot","Any","3","0"
"Multi_Lot_Scalper_P_D1_JLY4.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","RSI, Pivot","Any","2","0"
"Multi_Lot_Scalper_P_DAY_MT4.mq4","B","GridMartingale","54","clean","True","True","True","True","False","False","False","False","RSI, Donchian","Any","4","0"
"Multi_Lot_Scapler_P_DAY_JLY.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","RSI, Pivot","Any","2","0"
"Multi_Lot_Scapler_P_DAY_JLY1.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","RSI, Pivot","Any","2","0"
"Multi_Lot_Scapler_P_DAY_JLY2.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","RSI, Pivot","Any","2","0"
"Multi_Lot_Scapler_P_DAY_JLY3.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","RSI, Pivot","Any","2","0"
"Multi_Lot_Scapler_P_DAY_MT4.mq4","B","GridMartingale","54","clean","True","True","True","True","False","False","False","False","RSI, Donchian","Any","4","0"
"Multi_Lot_Scapler_P_DAY_MT41.mq4","B","GridMartingale","54","clean","True","True","True","True","False","False","False","False","RSI, Donchian","Any","4","0"
"MY MILLIONS EA.mq4","B","Scalping","57","clean","True","False","True","False","False","False","True","True","MA, RSI","Any","0","0"
"my.mq4","C","Scalping","46","clean","True","True","True","False","False","False","False","False","","Any","1","0"
"my10trend.mq4","B","GridMartingale","52","clean","True","True","True","True","False","False","False","False","RSI","Any","3","0"
"My4xScalper_GOLD~.mq4","C","Scalping","19","obfuscated","True","True","False","False","False","False","False","False","","Any","3","27"
"MyFirstEA.mq4","C","Trend","46","clean","True","False","False","False","False","False","False","False","MA, RSI","Any","7","0"
"MyFriend.mq4","C","Scalping","46","clean","True","True","True","False","False","False","False","False","Pivot","M30","1","0"
"MyLuckyProV04p.mq4","B","MeanReversal","49","clean","True","True","False","False","False","False","False","False","RSI","Any","2","0"
"myMACD4ver2.mq4","C","Trend","47","clean","False","True","True","False","False","False","False","False","MA, MACD, RSI","Any","8","0"
"MyNewsTrading_EA.mq4","C","Breakout","45","clean","True","True","False","False","False","False","False","False","","Any","3","0"
"MyProject.mq4","C","Breakout","47","clean","True","True","False","False","False","False","False","False","","Any","3","0"
"My_First_Adviser.mq4","B","MeanReversal","49","clean","True","False","False","False","False","False","False","False","MA, RSI, Bollinger","Any","6","0"
"my_pyr.mq4","C","Breakout","47","clean","True","True","False","False","False","False","False","False","","Any","4","0"
"NAS KILLER_PRO_EA 3.0.mq4","C","Unknown","10","clean","False","False","False","False","False","False","False","False","","Any","0","0"
"NASDAQ Robotron.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","RSI","Any","3","0"
"Neuro-MartingailExpertStochastic_v3.mq4","C","GridMartingale","42","clean","True","True","False","False","True","False","False","False","Stochastic","Any","4","0"
"Nevalyashka_BreakdownLevel.mq4","C","GridMartingale","42","clean","True","True","False","False","True","False","False","False","","Any","4","0"
"Newest Universal 10.mq4","C","Trend","26","obfuscated","True","True","False","False","False","False","False","True","MA","Any","4","34"
"Newesta 4.2.mq4","C","MeanReversal","46","clean","True","True","False","False","False","False","False","False","RSI","Any","2","0"
"NEWEXPERT-NN.mq4","C","Scalping","38","clean","False","True","True","False","False","False","False","False","MA","H1","1","0"
"NewM2H.mq4","C","GridMartingale","42","clean","True","True","False","True","False","False","False","False","","Any","4","0"
"News On Mt4.mq4","C","Trend","34","clean","False","True","False","False","False","False","False","False","MA","Any","0","0"
"News Traders Mt4 v01.mq4","B","Scalping","54","clean","True","True","True","False","False","False","False","False","RSI","Any","7","0"
"News Trading Pending Order EA v1.6.mq4","B","Scalping","54","clean","True","True","True","False","False","False","False","False","RSI","Any","9","0"
"News_AmazingEA_1.0.5.mq4","C","Scalping","40","clean","False","True","True","False","False","False","False","False","RSI","Any","5","0"
"News_Grabber_Limit.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","","Any","3","0"
"News_Traders_Mt4_v01.mq4","B","Scalping","54","clean","True","True","True","False","False","False","False","False","RSI","Any","7","0"
"Night Grid FZ.mq4","C","GridMartingale","45","clean","True","True","False","True","False","False","False","False","","Any","2","0"
"Nikra EA.mq4","C","Unknown","24","clean","False","True","False","False","False","False","False","False","","Any","3","0"
"NinaEA v.02.mq4","C","Trend","45","clean","True","False","False","False","False","False","False","False","MA","Any","3","0"
"NinaEA v03.mq4","C","Trend","45","clean","True","False","False","False","False","False","False","False","MA","Any","3","0"
"NinaEAtest.mq4","C","Trend","45","clean","True","False","False","False","False","False","False","False","MA","Any","3","0"
"NinjaForex_Versi AI unlimited fix.mq4","C","Scalping","43","partially_obfuscated","True","False","False","False","False","False","True","False","MA, RSI","Any","1","9"
"NinjaForex_Versi AI unlimited.mq4","C","Scalping","25","obfuscated","True","False","False","False","False","False","True","False","MA, RSI","Any","1","11"
"Noah10pips2006.mq4","B","Scalping","54","clean","True","True","True","False","False","False","False","True","","Any","1","0"
"No_Nonsense_ATR.mq4","C","MeanReversal","44","clean","True","True","False","False","False","False","False","False","RSI","Any","0","0"
"NRTR_EXP.mq4","C","Breakout","26","clean","False","False","False","False","False","False","False","False","","Any","2","0"
"Nrtr_revers_www_forex-instruments_info.mq4","B","Scalping","51","clean","True","True","True","False","False","False","False","False","","Any","3","0"
"NTK_07.mq4","B","Scalping","55","clean","True","True","True","False","False","False","False","False","MA","Any","3","0"
"Nuclear Option script.mq4","C","Unknown","22","clean","False","True","False","False","False","False","False","False","","Any","3","0"
"NY breakout v0.10.mq4","B","Scalping","54","clean","True","True","True","False","False","False","True","False","MA","Any","1","0"
"NY breakout v0.11.mq4","B","Scalping","54","clean","True","True","True","False","False","False","True","False","MA","Any","1","0"
"NY breakout v01.11.mq4","B","Scalping","54","clean","True","True","True","False","False","False","True","False","MA","Any","1","0"
"O2.mq4","C","MeanReversal","36","clean","False","True","False","False","False","False","False","False","CCI","M5","3","0"
"OBOS Divergence_FXTS_FastMod.mq4","C","GridMartingale","42","clean","True","True","False","True","True","False","False","False","MA, RSI, Donchian","Any","1","0"
"OBOS_Divergence(Bullforyou.com).mq4","C","GridMartingale","43","clean","True","True","False","True","True","False","False","True","MA, RSI, Donchian","Any","1","0"
"OGT Zone Recovery EA v1.5.mq4","C","GridMartingale","35","clean","False","True","False","False","True","False","False","True","RSI","Any","0","0"
"oilfxpro_gold_breakouts_freeversion.mq4","B","Scalping","53","clean","True","True","True","False","False","False","True","False","RSI","Any","1","0"
"OmegaTrendEA_v7.0_EURUSD.mq4","B","Trend","49","clean","True","True","False","False","False","False","True","False","MA, Pivot","Any","2","0"
"OM_2WAY_v3.6.mq4","C","GridMartingale","38","clean","False","True","False","True","False","False","False","True","","Any","2","0"
"once per bar expert.mq4","C","Trend","45","clean","True","True","False","False","False","False","False","False","MA","H4","0","0"
"OndaFX-EDU.mq4","C","Trend","25","obfuscated","True","True","False","False","False","False","False","False","MA","Any","18","18"
"ORIGINAL88.mq4","C","Unknown","10","clean","False","False","False","False","False","False","False","False","","Any","0","0"
"OU Forex Mastery Market Scanner.mq4","C","Scalping","40","clean","False","True","False","False","False","False","False","False","MA, RSI, Donchian","Any","9","0"
"OverHedge.mq4","C","GridMartingale","33","clean","False","True","False","True","False","False","False","False","MA","Any","2","0"
"OverHedgeV2.mq4","C","GridMartingale","36","clean","False","True","False","True","False","False","False","False","MA","Any","3","0"
"Overhedgev2_www_forex-instruments_info.mq4","C","GridMartingale","36","clean","False","True","False","True","False","False","False","False","MA","Any","3","0"
"Overlay Positive Hedging v1a_.mq4","C","Trend","37","clean","False","True","False","False","False","False","False","False","MA","D1","3","0"
"Pair High Return(R3-07).mq4","C","MeanReversal","24","obfuscated","True","True","False","False","False","False","True","False","RSI","Any","1","23"
"PairTrader_Exp v41.mq4","C","Scalping","44","clean","True","False","True","False","False","False","False","False","","Any","3","0"
"Palmuz.mq4","C","GridMartingale","32","clean","False","True","False","False","True","False","False","False","MA","Any","3","0"
"parabolic_2_screen.mq4","C","Trend","45","clean","True","True","False","False","False","False","False","False","MA","M1","1","0"
"parabolic_DMI.mq4","C","Trend","45","clean","True","True","False","False","False","False","False","False","ADX","M1","1","0"
"parabolic_DMI2.mq4","C","Trend","45","clean","True","True","False","False","False","False","False","False","ADX","M1","1","0"
"ParaSwing_EA~eurusd m15.mq4","C","MeanReversal","31","clean","False","False","False","False","False","False","False","False","Stochastic","Any","4","0"
"Pauls MACD EA checks re-entry and high TF.mq4","C","Trend","43","clean","True","True","False","False","True","False","False","False","MA, MACD","Any","2","0"
"paul_maloma.mq4","C","Breakout","45","clean","True","True","False","False","False","False","False","False","","D1","4","0"
"PCS-01.mq4","C","Unknown","35","clean","True","True","False","False","False","False","False","False","Donchian","Any","4","0"
"PCS-02.mq4","C","Trend","47","clean","True","True","False","False","False","False","False","False","MA, Donchian","Any","2","0"
"pedroXXmod.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","","Any","2","0"
"Pegasus.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","1","0"
"Pending Breakout.mq4","C","Scalping","42","clean","False","True","True","False","False","False","True","True","","Any","2","0"
"pending martingale 1.mq4","C","Unknown","10","clean","False","False","False","False","False","False","False","False","","Any","0","0"
"Pending Orders.mq4","C","Breakout","29","clean","False","False","False","False","False","False","False","False","","Any","3","0"
"perevorot.mq4","C","Unknown","30","clean","True","True","False","False","False","False","False","False","","Any","1","0"
"Perfect Crypto Scalper.mq4","A","Trend","62","clean","True","True","True","False","False","True","False","False","MA, MACD, RSI","M1","1","0"
"PerfectEA v3.3.mq4","B","GridMartingale","58","clean","True","True","True","True","False","True","False","False","RSI","H1","0","0"
"PerfectEA.mq4","B","GridMartingale","58","clean","True","True","True","True","False","True","False","False","RSI","H1","0","0"
"PFP v3-2.mq4","C","Trend","36","clean","False","True","False","False","False","False","False","False","MA, Pivot","Any","2","0"
"phoenixea.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","1","0"
"Phoenix_4_CONTEST(2).mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","2","0"
"phoenix_ea_v5_7_3_nmc.mq4","B","MeanReversal","61","clean","True","True","True","False","False","False","False","True","MA, RSI, CCI","Any","0","0"
"PIIP-3.mq4","C","Unknown","30","clean","True","True","False","False","False","False","False","False","","Any","1","0"
"PIIP.mq4","C","Breakout","42","clean","True","True","False","False","False","False","False","False","","Any","1","0"
"PINBAR.mq4","A","MultiStrategy","65","clean","True","True","True","False","False","False","False","False","MA, MACD, RSI, CCI, Fractals","M15","3","0"
"Pioner_v2.mq4","C","GridMartingale","44","clean","True","True","False","True","False","False","False","False","","Any","3","0"
"Pioner_v4.mq4","C","GridMartingale","44","clean","True","True","False","True","False","False","False","False","","Any","3","0"
"Pioner_v7.mq4","C","GridMartingale","44","clean","True","True","False","True","False","False","False","False","","Any","3","0"
"pio_pyr.mq4","C","Unknown","14","clean","False","False","False","False","False","False","False","False","","Any","1","0"
"PipeBomb_EA.mq4","B","Trend","54","clean","True","True","False","False","False","False","False","True","MA","Any","3","0"
"pipschart_revamp_v3P.mq4","C","Trend","40","clean","False","True","True","False","False","False","False","False","MA, RSI","Any","0","0"
"PipsCut-v2.0 -edu.mq4","B","GridMartingale","54","clean","True","True","True","True","False","True","False","False","","M1","0","0"
"Pipsover.mq4","C","Trend","45","clean","True","True","False","False","False","False","False","False","MA","Any","1","0"
"Pips_Miner_SE.mq4","C","MeanReversal","37","clean","False","True","False","False","False","False","False","False","RSI","Any","8","0"
"Price Action Scalping.mq4","C","Scalping","24","obfuscated","True","True","False","False","False","False","True","False","RSI","Any","1","24"
"Profit Seven EA 2.mq4","B","GridMartingale","58","clean","True","True","True","True","False","False","False","True","MA","Any","0","0"
"Profit Seven EA2.mq4","B","GridMartingale","57","clean","True","True","True","True","False","False","True","True","MA","Any","0","0"
"PullBack_V1a.mq4","C","MeanReversal","44","clean","True","True","False","False","False","False","False","False","RSI","Any","1","0"
"Pyramid_Pro_v.8.01MA_edu.mq4","C","GridMartingale","34","partially_obfuscated","True","True","False","True","False","False","False","False","","Any","4","5"
"Quasimodo ea.mq4","C","Trend","42","clean","False","False","False","False","False","False","True","False","MA","Any","15","0"
"QUASMOD 2 EA.mq4","C","Trend","42","clean","False","False","False","False","False","False","True","False","MA","Any","15","0"
"renkolivechart_v600_indi.mq4","C","MeanReversal","28","clean","False","False","False","False","False","False","False","False","RSI","Any","0","0"
"renko_hunter.mq4","C","Breakout","45","clean","True","True","False","False","False","False","False","False","","Any","5","0"
"Reverse_Martingale_V3.mq4","B","GridMartingale","55","clean","True","True","False","False","True","False","False","True","MA, RSI","Any","3","0"
"RndTrade.mq4","C","Unknown","17","clean","False","False","False","False","False","False","False","False","","Any","5","0"
"Robot 2050_ LONG.mq4","C","Scalping","46","clean","False","True","True","False","False","False","True","False","","Any","3","0"
"Robot Forex 2009 Profesional Demo~.mq4","B","Scalping","55","clean","True","True","True","False","False","False","False","False","MA","M5","6","0"
"Robot Forex 2009 Profesional Full.mq4","B","Scalping","55","clean","True","True","True","False","False","False","False","False","MA","M5","6","0"
"Robot Forex 2013 Profesional Demo~.mq4","B","GridMartingale","60","clean","True","True","True","True","False","True","True","False","","Any","3","0"
"Robot Forex 2015 Profesional.mq4","C","Scalping","46","clean","False","True","True","False","False","False","True","False","","Any","3","0"
"Robot Forex 2051MAC (RUS).mq4","A","GridMartingale","62","clean","True","True","True","True","False","True","True","False","MACD","Any","1","0"
"Robot2050_ Short.mq4","C","Scalping","46","clean","False","True","True","False","False","False","True","False","","Any","3","0"
"RobotPowerM5_meta4V1.mq4","B","Scalping","56","clean","True","True","True","False","False","False","False","False","MA, Stochastic","Any","3","0"
"Robot_ADX+2MA.mq4","B","Trend","52","clean","True","True","False","False","False","False","False","False","MA, ADX, RSI","Any","2","0"
"Robot_Forex_2014_Profesional__Live.mq4","A","Scalping","62","clean","True","True","True","False","False","True","True","False","","Any","3","0"
"Robot_PowerM5-m .mq4","B","Scalping","52","clean","True","True","True","False","False","False","False","True","","Any","1","0"
"rocco3.mq4","C","Unknown","10","clean","False","False","False","False","False","False","False","False","","Any","0","0"
"RoNz Auto SL-TS-TP.mq4","B","Scalping","48","clean","True","True","True","False","False","False","False","False","RSI","Any","1","0"
"RoNz_Auto_SL-TS-TP.mq4","B","Scalping","48","clean","True","True","True","False","False","False","False","False","RSI","Any","1","0"
"rotating_text.mq4","C","Unknown","19","clean","False","True","False","False","False","False","False","False","","Any","1","0"
"RPLine_v01H1.ex4.mq4","B","Scalping","52","clean","True","True","True","False","False","False","False","False","MA","Any","3","0"
"RPT-bad.mq4","C","Unknown","25","clean","True","False","False","False","False","False","False","False","","Any","1","0"
"RPT.mq4","C","Unknown","28","clean","True","False","False","False","False","False","False","False","","M1","3","0"
"RPT_AUD.mq4","C","Unknown","24","clean","True","False","False","False","False","False","False","False","","M1","3","0"
"RPT_AUD_TAKE.mq4","C","Unknown","24","clean","True","False","False","False","False","False","False","False","","M1","3","0"
"RPT_EUR.mq4","C","Unknown","24","clean","True","False","False","False","False","False","False","False","","M1","3","0"
"RSI CROSS.mq4","C","MeanReversal","28","clean","False","False","False","False","False","False","False","False","RSI","Any","1","0"
"RSI trader v0.10.mq4","C","Scalping","37","clean","False","False","True","False","False","False","False","False","MA, RSI","Any","1","0"
"RSI&CCI DIVERGENCE V1.mq4","A","MultiStrategy","70","clean","True","True","True","False","False","True","False","False","MA, MACD, RSI, CCI","M1","1","0"
"RSI_BollingerBands.mq4","C","MeanReversal","47","clean","True","True","False","False","False","False","False","False","RSI, Stochastic","Any","0","0"
"rsi_ea.mq4","B","Trend","54","clean","True","False","True","False","False","False","False","False","MA, MACD, RSI","Any","5","0"
"RSI_EA1.mq4","B","Trend","54","clean","True","False","True","False","False","False","False","False","MA, MACD, RSI","Any","5","0"
"RSI_Tradexperts.mq4","C","GridMartingale","46","clean","True","True","True","False","True","False","False","False","RSI","Any","3","0"
"RSI_Value_EA.mq4","B","Scalping","50","clean","True","True","True","False","False","False","False","False","RSI","H1","1","0"
"RSI_Value_v2.mq4","B","Scalping","50","clean","True","True","True","False","False","False","False","False","RSI","Any","1","0"
"RTC4NNCS-TRIAL~.mq4","B","Scalping","57","clean","True","True","True","False","False","False","False","True","MA, RSI, Pivot","Any","0","0"
"RUBBERBANDS_1_6.mq4","C","MeanReversal","47","clean","True","True","False","False","False","False","True","False","RSI","Any","2","0"
"RuleBaruSajaTercetus.mq4","B","MeanReversal","49","clean","True","True","False","False","False","False","False","False","RSI","Any","3","0"
"RUSSIAN BEAR High Frequency Trading HFT 2018 .mq4","C","Unknown","38","clean","True","True","False","False","False","False","False","False","","Any","3","0"
"russian20-HP.mq4","C","Scalping","36","clean","False","True","False","False","False","False","False","False","MA","Any","2","0"
"russian20-HP1.mq4","C","Scalping","36","clean","False","True","False","False","False","False","False","False","MA","Any","2","0"
"russian20_HP.mq4","C","Scalping","36","clean","False","True","False","False","False","False","False","False","MA","Any","2","0"
"Rutka.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","H1","1","0"
"Rutka1.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","1","0"
"Rutka1_50.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","1","0"
"Rutka1_50SMMA.mq4","B","Scalping","49","clean","True","True","True","False","False","False","False","False","MA","Any","1","0"
"S-R.1.mq4","C","Breakout","47","clean","True","True","False","False","False","False","False","False","","Any","3","0"
"S-R.original.mq4","B","Breakout","52","clean","True","True","True","False","False","False","False","False","","Any","6","0"
"S.A.R.A..mq4","B","Scalping","58","clean","True","True","True","False","False","False","False","True","MA","Any","5","0"
"samsamov_after_close.mq4","B","Trend","49","clean","True","True","False","False","False","False","False","False","MA, RSI","Any","2","0"
"SCALPANDO marti pro for cent acc m15.mq4","C","GridMartingale","30","obfuscated","True","True","True","True","True","True","False","False","RSI","H1","0","36"
"ScalperAngelsEA.mq4","B","GridMartingale","58","clean","True","True","True","True","False","True","False","False","RSI","H1","0","0"
"Scalper_FX.mq4","C","Scalping","19","obfuscated","True","False","False","False","False","False","True","False","RSI","M1","2","34"
"Secure profit.mq4","B","Trend","48","clean","True","True","False","False","False","False","False","False","MA","Any","5","0"
"Secure profit_v1.1.mq4","B","Trend","53","clean","True","True","False","False","False","False","True","False","MA","Any","5","0"
"Secure profit_v1.2.mq4","B","Trend","53","clean","True","True","False","False","False","False","True","False","MA","Any","5","0"
"Sell 20-40TP l 25 griglia l 10 ordini.mq4","C","MeanReversal","46","clean","True","True","False","False","False","False","False","False","RSI","D1","1","0"
"Sell Stop Buy Stop.mq4","C","Scalping","44","clean","False","False","True","False","False","False","False","True","RSI","Any","4","0"
"sell&buy.mq4","C","Unknown","14","clean","False","False","False","False","False","False","False","False","","Any","1","0"
"sellbuy-mod.mq4","C","Scalping","40","clean","True","False","True","False","False","False","False","False","","Any","3","0"
"Sell_Buy Scalper_agr.mq4","B","Scalping","55","clean","True","True","True","False","False","False","False","False","MA","M5","6","0"
"SemiLong.mq4","B","Scalping","56","clean","True","True","True","False","False","False","False","True","MA","Any","4","0"
"Semilong_www.forex-instruments.info.mq4","B","Scalping","56","clean","True","True","True","False","False","False","False","True","MA","Any","4","0"
"sendKeybd.mq4","C","MeanReversal","31","clean","False","False","False","False","False","False","False","False","RSI","Any","5","0"
"Send_Pending_Order.mq4","C","Breakout","44","clean","True","True","False","False","False","False","False","False","","Any","1","0"
"sereganlp2008.mq4","C","Trend","45","clean","True","True","False","False","False","False","False","False","MA, Pivot","Any","2","0"
"Serg153 Martingail.mq4","C","GridMartingale","37","clean","True","True","False","False","True","False","False","False","","Any","1","0"
"SergeyGukach.mq4","B","MeanReversal","51","clean","True","True","True","False","False","False","False","False","RSI, Fractals","Any","3","0"
"Sergey_0.2.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","True","Fractals","Any","3","0"
"serg_martini2.mq4","C","Unknown","22","clean","False","True","False","False","False","False","False","False","","Any","4","0"
"Servant Avg+++..mq4","C","GridMartingale","46","clean","True","True","True","False","True","False","False","False","RSI","D1","3","0"
"Session breakout v0.25.mq4","B","Trend","50","clean","True","True","False","False","False","False","True","False","MA","Any","1","0"
"Session breakout v0.26.mq4","B","Scalping","54","clean","True","True","True","False","False","False","True","False","MA","Any","1","0"
"Session breakout v01.26.mq4","B","Scalping","54","clean","True","True","True","False","False","False","True","False","MA","Any","1","0"
"Session breakout v01_mbk.mq4","B","Trend","48","clean","True","True","False","False","False","False","True","False","MA","Any","1","0"
"Set TP (Price).mq4","C","MeanReversal","47","clean","True","True","False","False","False","False","False","False","RSI, CCI","Any","2","0"
"Setka Limit Loc v4.2.mq4","C","Scalping","35","clean","False","True","True","False","False","False","False","False","","Any","1","0"
"SetPendingGridLimit.mq4","C","Breakout","47","clean","True","True","False","False","False","False","False","False","","Any","3","0"
"SevenFx 7a.mq4","C","Unknown","13","partially_obfuscated","False","True","True","False","False","False","False","False","","Any","2","6"
"Shafina v1.mq4","C","Scalping","32","obfuscated","True","True","True","False","False","False","True","False","MA","Any","1","14"
"Shafina v2.mq4","C","Scalping","32","obfuscated","True","True","True","False","False","False","True","False","MA","Any","1","14"
"SHE_AntiBaluev_Pro.mq4","C","Unknown","37","clean","True","True","True","False","False","False","False","False","","Any","3","0"
"SHE_Baluev_Pro.mq4","B","Breakout","49","clean","True","True","True","False","False","False","False","False","","Any","3","0"
"SHE_Baluev_Real.mq4","B","Breakout","49","clean","True","True","True","False","False","False","False","False","","Any","3","0"
"SHE_kanskigor.mq4","C","Unknown","19","clean","False","False","False","False","False","False","False","False","","D1","3","0"
"SHE_Lucky.mq4","B","Trend","48","clean","True","True","False","False","False","False","False","False","MA","Any","4","0"
"SHE_Lucky_reinvest.mq4","B","Trend","48","clean","True","True","False","False","False","False","False","False","MA","Any","4","0"
"SHE_Lucky_reinvest_V.mq4","B","Trend","48","clean","True","True","False","False","False","False","False","False","MA","Any","4","0"
"ShockBar 1.2.mq4","C","GridMartingale","44","clean","True","True","False","False","True","False","False","True","","Any","0","0"
"ShockBar1.2.mq4","C","GridMartingale","44","clean","True","True","False","False","True","False","False","True","","Any","0","0"
"ShockBar_v_1_1.mq4","B","GridMartingale","59","clean","True","True","False","False","True","True","False","True","","Any","3","0"
"Shurgin_Collector.mq4","C","Unknown","16","clean","False","False","False","False","False","False","False","False","","Any","2","0"
"Sidus-EA-V3.20.mq4","A","GridMartingale","63","clean","True","True","True","False","True","False","True","True","MA, RSI","Any","0","0"
"siimple.mq4","C","Unknown","35","clean","True","True","False","False","False","False","False","False","","D1","5","0"
"SilverTrendExpert_V2a.mq4","B","Scalping","58","clean","True","True","True","False","False","False","False","True","MA","Any","0","0"
"SilverTrendTrader(xyz).mq4","B","Scalping","58","clean","True","True","True","False","False","False","False","False","MA, DeMarker","Any","1","0"
"SilverTrendTrader.mq4","B","Scalping","58","clean","True","True","True","False","False","False","False","False","MA, DeMarker","Any","1","0"
"SilverTrendTrader_v3.mq4","B","Trend","56","clean","True","True","True","False","False","False","False","False","MA, ADX","Any","1","0"
"SilverTrendTrader_v3_JMA.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","ADX","Any","1","0"
"SilverTrendTrader_v3_JTPO.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","ADX","Any","1","0"
"SilverTrendTrader_v3_JTPO1.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","ADX","Any","1","0"
"SilverTrendTrader_v4.mq4","B","Scalping","53","clean","True","True","True","False","False","False","False","False","MA","Any","1","0"
